"Broad Bean
Origin","Broad Bean
Origin",Income group,Region,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
El Salvador,El Salvador,Lower middle income,Latin America & Caribbean,3.874747652,1.419975891,1.694949789,-2.495593585,2.111469886,3.369060265,2.363617759,1.776398396,1.241775566,1.90943551,2.007205649,1.795783983,2.016666951,
El Salvador,El Salvador,Lower middle income,Latin America & Caribbean,3.874747652,1.419975891,1.694949789,-2.495593585,2.111469886,3.369060265,2.363617759,1.776398396,1.241775566,1.90943551,2.007205649,1.795783983,2.016666951,
Honduras,Honduras,Lower middle income,Latin America & Caribbean,4.120047599,3.819102897,1.979565807,-4.464448189,1.652207395,1.837489275,2.200291905,0.947659871,1.250591786,2.047366391,2.123704453,3.029693168,2.030375238,
Honduras,Honduras,Lower middle income,Latin America & Caribbean,4.120047599,3.819102897,1.979565807,-4.464448189,1.652207395,1.837489275,2.200291905,0.947659871,1.250591786,2.047366391,2.123704453,3.029693168,2.030375238,
Nicaragua,Nicaragua,Lower middle income,Latin America & Caribbean,2.733979904,3.642290091,2.023517289,-4.607124898,3.002102336,4.894324286,5.081172629,3.543724759,3.416025462,3.436621539,3.224023651,3.349484869,-5.015619975,
Nicaragua,Nicaragua,Lower middle income,Latin America & Caribbean,2.733979904,3.642290091,2.023517289,-4.607124898,3.002102336,4.894324286,5.081172629,3.543724759,3.416025462,3.436621539,3.224023651,3.349484869,-5.015619975,
Brazil,Brazil,Upper middle income,Latin America & Caribbean,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026404568,1.014535214,2.108888405,-0.352479218,-4.351483989,-4.098702255,0.251410419,0.328069801,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Peru,South America,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
Mexico,Mexico,Upper middle income,Latin America & Caribbean,2.984438342,0.782568094,-0.357632988,-6.67416705,3.617189436,2.227160852,2.247145121,0.029449417,1.499188933,2.013927114,1.690630236,0.888544148,0.851768911,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
Sao Tome and Principe,Sao Tome,Lower middle income,Sub-Saharan Africa,6.275066907,0.385725172,5.138852111,-0.343507563,4.013627968,2.048557565,1.017865608,2.805117064,4.56838862,1.870057105,2.227094019,1.934093585,0.741508911,
?ÿ,?ÿ,,,,,,,,,,,,,,,,
?ÿ,?ÿ,,,,,,,,,,,,,,,,
Sao Tome and Principe,Sao Tome,Lower middle income,Sub-Saharan Africa,6.275066907,0.385725172,5.138852111,-0.343507563,4.013627968,2.048557565,1.017865608,2.805117064,4.56838862,1.870057105,2.227094019,1.934093585,0.741508911,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Papua New Guinea,Papua New Guinea,Lower middle income,East Asia & Pacific,-0.044662242,8.460565895,-2.690903743,4.28556663,7.628132372,-1.080578023,2.470675416,1.73187684,11.23832133,7.325011424,2.03625075,-0.451189954,-1.536193585,
?ÿ,?ÿ,,,,,,,,,,,,,,,,
Belize,Belize,Upper middle income,Latin America & Caribbean,1.878831785,-1.49656617,0.60526286,-1.834970614,0.879869659,-0.242059957,0.573592985,-1.398684164,1.447247899,1.263488278,-2.602978122,-0.551942156,1.085338227,
Trinidad and Tobago,Trinidad,High income,Latin America & Caribbean,12.68145937,4.282658,2.920417068,-4.861255151,2.761778039,-0.893627889,0.643274271,1.336637593,-1.597881766,1.184744504,-7.00029079,-2.361272824,0.280784372,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
Tanzania,Tanzania,Low income,Sub-Saharan Africa,3.579046618,3.801081147,2.731038261,2.293184729,3.290252459,4.5498065,1.442555391,3.638008388,3.581372758,3.025983613,3.713713798,3.640010881,2.11505516,
Nicaragua,Nicaragua,Lower middle income,Latin America & Caribbean,2.733979904,3.642290091,2.023517289,-4.607124898,3.002102336,4.894324286,5.081172629,3.543724759,3.416025462,3.436621539,3.224023651,3.349484869,-5.015619975,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Belize,Belize,Upper middle income,Latin America & Caribbean,1.878831785,-1.49656617,0.60526286,-1.834970614,0.879869659,-0.242059957,0.573592985,-1.398684164,1.447247899,1.263488278,-2.602978122,-0.551942156,1.085338227,
?ÿ,?ÿ,,,,,,,,,,,,,,,,
Bolivia,Bolivia,Lower middle income,Latin America & Caribbean,2.97734206,2.781323569,4.3685374,1.649225543,2.42927786,3.510975031,3.453697676,5.127573478,3.843757228,3.282718711,2.732039942,2.696065296,2.752155942,
Indonesia,Indonesia,Lower middle income,East Asia & Pacific,4.107515275,4.946465429,4.620033267,3.247327414,4.812281788,4.748220608,4.606284255,4.151271234,3.63914313,3.555439566,3.759693805,3.83998242,3.985604226,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,2.669305,0.494782006,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.397089903,
Haiti,Haiti,Low income,Latin America & Caribbean,0.613447915,1.70483003,-0.73722184,1.489704901,-6.934665817,3.946176899,1.37347407,2.733350335,1.36448213,-0.175422966,0.100985988,-0.13852073,0.199182913,
Brazil,Brazil,Upper middle income,Latin America & Caribbean,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026404568,1.014535214,2.108888405,-0.352479218,-4.351483989,-4.098702255,0.251410419,0.328069801,
Brazil,Brazil,Upper middle income,Latin America & Caribbean,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026404568,1.014535214,2.108888405,-0.352479218,-4.351483989,-4.098702255,0.251410419,0.328069801,
Colombia,Colombia,Upper middle income,Latin America & Caribbean,5.412128486,5.537720293,2.049697449,0.085765812,3.256962621,6.327070066,2.970052362,3.621397024,3.676012448,1.761184057,0.708331384,-0.160980396,1.112276195,
Belize,Belize,Upper middle income,Latin America & Caribbean,1.878831785,-1.49656617,0.60526286,-1.834970614,0.879869659,-0.242059957,0.573592985,-1.398684164,1.447247899,1.263488278,-2.602978122,-0.551942156,1.085338227,
Belize,Belize,Upper middle income,Latin America & Caribbean,1.878831785,-1.49656617,0.60526286,-1.834970614,0.879869659,-0.242059957,0.573592985,-1.398684164,1.447247899,1.263488278,-2.602978122,-0.551942156,1.085338227,
Belize,Belize,Upper middle income,Latin America & Caribbean,1.878831785,-1.49656617,0.60526286,-1.834970614,0.879869659,-0.242059957,0.573592985,-1.398684164,1.447247899,1.263488278,-2.602978122,-0.551942156,1.085338227,
Dominican Republic,Domincan Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Indonesia,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Peru,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Nicaragua,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Nicaragua,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Nicaragua,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Papua New Guinea,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Ecuador,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Ecuador,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Ecuador,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Nicaragua,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Nicaragua,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Tanzania,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Dominican Republic,Domincan Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Vietnam,Vietnam,Lower middle income,East Asia & Pacific,5.985669404,6.123607298,4.65245944,4.370643753,5.364180765,5.159735794,4.156333781,4.317191047,4.872999042,5.571390342,5.12005124,5.730628273,6.018088398,
Costa Rica,Costa Rica,Upper middle income,Latin America & Caribbean,5.759250942,6.713682505,3.277983602,-2.232638559,3.653246237,3.052918159,3.569356339,1.102147306,2.365020868,2.511403189,3.149324392,2.340034914,1.647829063,
Costa Rica,Costa Rica,Upper middle income,Latin America & Caribbean,5.759250942,6.713682505,3.277983602,-2.232638559,3.653246237,3.052918159,3.569356339,1.102147306,2.365020868,2.511403189,3.149324392,2.340034914,1.647829063,
Trinidad and Tobago,"Trinidad, Tobago",High income,Latin America & Caribbean,12.68145937,4.282658,2.920417068,-4.861255151,2.761778039,-0.893627889,0.643274271,1.336637593,-1.597881766,1.184744504,-7.00029079,-2.361272824,0.280784372,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
Grenada,Grenada,Upper middle income,Latin America & Caribbean,-4.241543578,5.864170342,0.692914663,-6.907241753,-0.92707516,0.233770768,-1.753110682,1.666363516,6.622548322,5.76621355,3.112792131,4.478364927,4.281470533,
Nicaragua,Nicaragua,Lower middle income,Latin America & Caribbean,2.733979904,3.642290091,2.023517289,-4.607124898,3.002102336,4.894324286,5.081172629,3.543724759,3.416025462,3.436621539,3.224023651,3.349484869,-5.015619975,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
United States,Hawaii,High income,North America,1.867955514,0.911865597,-1.076700087,-3.38743566,1.71674816,0.816231685,1.502170582,1.138497258,1.702634248,2.125122816,0.835127873,1.564444431,2.22182891,
Peru,Peru,Upper middle income,Latin America & Caribbean,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305487896,1.966916414,2.42542665,0.829368602,2.205190229,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
Ghana,Ghana,Lower middle income,Sub-Saharan Africa,3.716443793,1.689108882,6.371104419,2.21104946,5.24929629,11.3154464,6.733563592,4.847493942,0.566072139,-0.11392677,1.149647335,5.768551437,3.958667186,
Papua New Guinea,Papua New Guinea,Lower middle income,East Asia & Pacific,-0.044662242,8.460565895,-2.690903743,4.28556663,7.628132372,-1.080578023,2.470675416,1.73187684,11.23832133,7.325011424,2.03625075,-0.451189954,-1.536193585,
Trinidad and Tobago,Trinidad,High income,Latin America & Caribbean,12.68145937,4.282658,2.920417068,-4.861255151,2.761778039,-0.893627889,0.643274271,1.336637593,-1.597881766,1.184744504,-7.00029079,-2.361272824,0.280784372,
?ÿ,?ÿ,,,,,,,,,,,,,,,,
Cote d'Ivoire,West Africa,Lower middle income,Sub-Saharan Africa,-0.651437208,-0.444884354,0.271158496,0.916728923,-0.336444149,-6.641118189,8.042352489,6.225706887,6.10311564,6.13206803,5.267910827,4.992709086,4.725692099,
Sao Tome and Principe,Sao Tome,Lower middle income,Sub-Saharan Africa,6.275066907,0.385725172,5.138852111,-0.343507563,4.013627968,2.048557565,1.017865608,2.805117064,4.56838862,1.870057105,2.227094019,1.934093585,0.741508911,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,0,0,0,0,
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,7.736305254,6.033694071,1.908603408,-0.304633349,7.016750474,1.892348697,1.499963278,3.650787233,6.397640872,5.820572986,5.422167969,3.404295446,5.803116129,
Madagascar,Madagascar,Low income,Sub-Saharan Africa,1.999105964,3.215972593,4.112619346,-6.68611369,-2.498167614,-1.309325039,0.24892493,-0.481897261,0.562646459,0.3755243,1.416747523,1.548700256,2.416764912,
